EPOCH|AVG_LOSS|TOT_LOSS|VAL_ERROR|CORRECT_TOP1|CORRECT_TOP5
0|2.8515698969975266e-05|0.11403428018093109|0.0009108574867248535|0.0|0.0
1|2.1049166417294785e-05|0.08417561650276184|0.0009127036094665527|0.0|0.0
2|1.6681373000115148e-05|0.06670881062746048|0.000918183708190918|0.0|0.0
3|1.367724636370732e-05|0.054695308208465576|0.0009161550521850586|0.0|0.0
4|1.3694953369957174e-05|0.05476611852645874|0.0009123405456542969|0.0|0.0
5|1.7227549557687046e-05|0.06889297068119049|0.0009143766403198242|0.0|0.0
6|1.872538268253129e-05|0.07488280534744263|0.0009181636810302735|0.0|0.0
7|2.6735026975308815e-05|0.10691337287425995|0.0009262871742248535|0.0|0.0
8|2.7745079028364957e-05|0.11095257103443146|0.0009370573043823242|0.0|0.0
9|2.3619745277887464e-05|0.09445536136627197|0.0009482872009277343|0.0|0.0
10|1.1065472257408567e-05|0.04425082355737686|0.0009562114715576172|0.0|0.0
11|1.001633772643753e-05|0.04005533456802368|0.000962559700012207|0.0|0.0
12|8.627912064557314e-06|0.0345030203461647|0.0009682134628295899|0.0|0.0
13|7.20325541603592e-06|0.028805818408727646|0.0009711974143981933|0.0|0.0
14|7.105687557235006e-06|0.02841564454138279|0.0009724575996398926|0.0|0.0
15|7.513728878682302e-06|0.030047401785850525|0.0009737925529479981|0.0|0.0
16|8.156604619585416e-06|0.032618261873722076|0.000974161434173584|0.0|0.0
17|1.0915072627829504e-05|0.043649375438690186|0.0009749323844909668|0.0|0.0
18|1.1796307328284517e-05|0.047173433005809784|0.0009761321067810059|0.0|0.0
19|1.057607680000225e-05|0.042293731123209|0.0009785037040710449|0.0|0.0
20|7.662784273727562e-06|0.03064347431063652|0.0009802687644958495|0.0|0.0
21|6.378211209582639e-06|0.02550646662712097|0.000982114315032959|0.0|0.0
22|5.271283909212681e-06|0.021079864352941513|0.0009847847938537597|0.0|0.0
23|4.0231891596844924e-06|0.016088733449578285|0.0009866864204406739|0.0|0.0
24|3.798804929418008e-06|0.015191420912742615|0.0009879258155822753|0.0|0.0
25|3.9557878614574946e-06|0.01581919565796852|0.000989280891418457|0.0|0.0
26|4.251805446421573e-06|0.017002969980239868|0.000990595531463623|0.0|0.0
27|5.641885085027198e-06|0.022561898455023766|0.0009922049522399902|0.0|0.0
28|6.470359278697018e-06|0.025874966755509377|0.0009949055671691894|0.0|0.0
29|5.940430445741433e-06|0.02375578135251999|0.0009983977317810058|0.0|0.0
30|5.299416884209818e-06|0.021192368119955063|0.001001047706604004|0.0|0.0
31|4.053723684666484e-06|0.01621084101498127|0.0010040289878845215|0.0|0.0
32|3.340358539174932e-06|0.013358093798160553|0.0010073378562927245|0.0|0.0
33|2.5460002354664576e-06|0.010181454941630363|0.001009382724761963|0.0|0.0
34|2.3806628811416043e-06|0.009520270861685276|0.0010107033729553222|0.0|0.0
35|2.523032036847727e-06|0.010089605115354061|0.0010114639282226563|0.0|0.0
36|2.750478988589272e-06|0.0109991654753685|0.0010119946479797363|0.0|0.0
37|3.573084615728026e-06|0.014288765378296375|0.0010126246452331544|0.0|0.0
38|4.15020302090832e-06|0.016596661880612373|0.0010137511253356934|0.0|0.0
39|3.870277590798151e-06|0.015477240085601807|0.0010153260231018067|0.0|0.0
40|3.892172171745219e-06|0.015564796514809132|0.0010157999038696288|0.0|0.0
41|2.8789185954499586e-06|0.011512795463204384|0.0010163527488708495|0.0|0.0
42|2.377253155256397e-06|0.00950663536787033|0.0010173090934753417|0.0|0.0
43|1.8170421324049898e-06|0.0072663514874875546|0.0010177943229675293|0.0|0.0
44|1.688964667730732e-06|0.0067541697062551975|0.0010179508209228515|0.0|0.0
45|1.8020036832247117e-06|0.007206212729215622|0.0010181381225585937|0.0|0.0
46|1.984448587858668e-06|0.007935809902846813|0.0010183465003967284|0.0|0.0
47|2.569833616221896e-06|0.010276764631271362|0.0010189041137695313|0.0|0.0
48|2.9591807155169137e-06|0.011833763681352139|0.001020130157470703|0.0|0.0
49|2.7959544987611755e-06|0.01118102204054594|0.001021959400177002|0.0|0.0
