EPOCH|AVG_LOSS|TOT_LOSS|VAL_ERROR|CORRECT_TOP1|CORRECT_TOP5
0|1.2211355643549935|48845.422574199736|2.537512581038475|0.3032|0.5726
1|0.5231440242484038|20925.76096993615|2.9390022300720213|0.3044|0.574
2|0.3166412678035442|12665.650712141767|3.3068125597953797|0.3|0.5758
3|0.2095194018394628|8380.776073578512|3.612316803216934|0.292|0.572
4|0.13850899235736577|5540.3596942946315|4.044606373643875|0.2884|0.57
5|0.08696291244099848|3478.516497639939|4.645523774147033|0.281|0.573
6|0.055406747317826376|2216.269892713055|5.27572345404625|0.2832|0.577
7|0.03908428169991821|1563.3712679967284|5.611243650913239|0.2644|0.574
8|0.027450398155488075|1098.015926219523|6.576458180427552|0.2796|0.5744
9|0.02041109454188263|816.4437816753052|6.650977883768082|0.2646|0.5756
10|0.01968094511665404|787.2378046661615|6.359002283096314|0.2574|0.5696
11|0.015071280006505549|602.851200260222|6.866553154325485|0.257|0.5706
12|0.013466690418682993|538.6676167473197|6.837476032829285|0.2546|0.5698
13|0.011578830728679896|463.1532291471958|6.954758414170146|0.244|0.568
14|0.010811395418504254|432.4558167401701|7.050856080532074|0.2404|0.5696
15|0.009102688809111715|364.1075523644686|7.097211989009381|0.2474|0.5746
16|0.009565652131661773|382.6260852664709|6.800743430900574|0.2264|0.5664
17|0.008417205848172307|336.6882339268923|6.955883928489685|0.2248|0.5652
18|0.007163135159015656|286.5254063606262|7.265600345265866|0.2104|0.5652
19|0.0061429726365953684|245.71890546381474|7.516858601713181|0.2256|0.5694
20|0.0063983852744102475|255.9354109764099|7.6369821743011475|0.2056|0.562
21|0.006129352649673819|245.17410598695278|8.378371293354034|0.2302|0.5702
22|0.005889841705560684|235.59366822242737|8.384291600990295|0.2204|0.5636
23|0.00687829286538763|275.1317146155052|8.474898801612854|0.2224|0.5644
24|0.005420638370513916|216.82553482055664|9.273650239944457|0.2134|0.5634
