EPOCH|AVG_LOSS|TOT_LOSS|VAL_ERROR|CORRECT_TOP1|CORRECT_TOP5
32|1.4268391541760377|141.25707626342773|2.18768687701937|0.32338308457711445|0.6567164179104478
33|1.4200972734075603|140.58963006734848|2.1876954806977835|0.32338308457711445|0.6467661691542289
34|1.4185119530167243|140.4326833486557|2.187079632311911|0.3283582089552239|0.6517412935323383
35|1.4158882378327726|140.1729355454445|2.1870158028543294|0.3283582089552239|0.6517412935323383
36|1.4137999927154694|139.96619927883148|2.187356006150222|0.3283582089552239|0.6517412935323383
37|1.4150127431358954|140.08626157045364|2.1871778597286093|0.3383084577114428|0.6517412935323383
38|1.4138520901853389|139.97135692834854|2.187332429992619|0.3383084577114428|0.6567164179104478
39|1.412618631666357|139.84924453496933|2.187065600904066|0.3383084577114428|0.6567164179104478
40|1.412518438666758|139.83932542800903|2.1870817527249087|0.3383084577114428|0.6567164179104478
41|1.4105566523291848|139.6451085805893|2.1868477580855736|0.3383084577114428|0.6517412935323383
42|1.4126306964893534|139.85043895244598|2.186609571104619|0.3383084577114428|0.6517412935323383
43|1.4126399701291865|139.85135704278946|2.1859267422215853|0.3383084577114428|0.6517412935323383
44|1.413641818846115|139.95054006576538|2.1852509471314465|0.3383084577114428|0.6517412935323383
45|1.4129408345077976|139.88114261627197|2.1847251398646415|0.3383084577114428|0.6517412935323383
46|1.4121624213276487|139.80407971143723|2.185026192101673|0.3383084577114428|0.6467661691542289
47|1.4143263559148769|140.01830923557281|2.184849771545894|0.3383084577114428|0.6467661691542289
48|1.413999794709562|139.98597967624664|2.1847666940878874|0.3383084577114428|0.6517412935323383
49|1.4133448606789714|139.92114120721817|2.1847166260380058|0.3383084577114428|0.6517412935323383
50|1.413539955110261|139.94045555591583|2.184407094521309|0.3383084577114428|0.6467661691542289
51|1.4121256548948962|139.80043983459473|2.1840995702874006|0.3383084577114428|0.6467661691542289
52|1.4145702647440361|140.04245620965958|2.1840044550634734|0.3383084577114428|0.6517412935323383
53|1.414765724630067|140.06180673837662|2.1834749658012864|0.3383084577114428|0.6517412935323383
54|1.4160371356540256|140.18767642974854|2.1827480429737127|0.34328358208955223|0.6467661691542289
55|1.4153973731127651|140.12433993816376|2.1826572255115604|0.3383084577114428|0.6517412935323383
56|1.4147708777225378|140.06231689453125|2.182781732645794|0.3383084577114428|0.6467661691542289
