EPOCH|AVG_LOSS|TOT_LOSS|VAL_ERROR|CORRECT_TOP1|CORRECT_TOP5
0|2.299918682888301|227.69194960594177|2.2977277675078285|0.31343283582089554|0.6318407960199005
1|2.297774495500507|227.47967505455017|2.2989087650431923|0.39800995024875624|0.6218905472636815
2|2.299742575847741|227.6745150089264|2.3010730470590923|0.4129353233830846|0.6218905472636815
3|2.301702771523986|227.86857438087463|2.302240087025201|0.4079601990049751|0.6169154228855721
4|2.302410217246624|227.93861150741577|2.3025269532085058|0.4129353233830846|0.6169154228855721
5|2.3025588339025322|227.9533245563507|2.3025772215715095|0.39800995024875624|0.6218905472636815
6|2.302581710044784|227.9555892944336|2.3025842590711605|0.40298507462686567|0.6019900497512438
7|2.302584751687869|227.955890417099|2.3025850110979222|0.3482587064676617|0.5870646766169154
8|2.302585264649054|227.95594120025635|2.3025851249694824|0.06965174129353234|0.4527363184079602
9|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
10|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
11|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
12|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
13|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
14|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
15|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
16|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
17|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
18|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
19|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
20|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
21|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
22|2.3025853633880615|227.9559509754181|2.3025851249694824|0.06965174129353234|0.4527363184079602
